comment,upcount,usr_name,headurl,timepoint
就是喜欢杨超越,1041,熊孩子,,5059
大哥帅气,1034,五十三,,5050
ycy靠脸啥也没有,548,艾拉乌麦凡沐黎,http://thirdqq.qlogo.cn/g?b=oidb&k=Fp7p4tJib5m2joe5j0Ol0Zg&s=40,5040
支持超越  加油,763,教皇,,5057
杨超越凭什么,833,贾宝儿super扬,http://thirdqq.qlogo.cn/g?b=oidb&k=sqTTDRbrruToFlV2rcVgNA&s=40,5041
我想宣仪和美歧一起牵手走上去,1101,♛1998,,5065
山支大哥C位稳了,1696,死掉。,,5059
别下来了，我们c位出道吧！！！！！,605,艾丽小姐,http://thirdqq.qlogo.cn/g?b=oidb&k=L2bchQ7FzFllEeunic5JqjA&s=40,5053
实至名归第一,719,塰,,5067
美岐加油,474,现世,http://thirdqq.qlogo.cn/g?b=oidb&k=nuMyepUiaR6sprdHJcnn80A&s=40,5047
大哥大哥大哥大哥大哥大哥大哥大哥大哥大哥大哥大哥大,790,Death,,5056
真的是美岐应得的,1261,一米阳光,,5053
加油，大哥,920,立十,,5049
我们山支大哥就是该做稳王座,1374,积木城池,http://thirdqq.qlogo.cn/g?b=oidb&k=dp7SOw6xOZShxaLKRD6XZg&s=40,5062
不会让你下来的！前几天投票我偷懒了dbq,406,CzeGOLD@,,5051
杨超越加油,467,dio.,,5053
杨超越粉丝让她出道去被骂真的是对她好吗？,405,シ碧海潮生°,,5041
不会让你下来,178,R,http://thirdqq.qlogo.cn/g?b=oidb&k=MVfQQ8JhvfwVYoJKUSMib6A&s=40,5067
不会失望的，加油加油,45,wonderful,http://thirdqq.qlogo.cn/g?b=oidb&k=Jaz6pm2fldediaxoxV0mjZw&s=40,5048
美岐爱你啊啊啊啊啊,900,38·6℃,http://thirdqq.qlogo.cn/g?b=oidb&k=w3wXXgDjicWpsoFicVypR4gg&s=40,5060
美岐,692,蒋槑,http://thirdqq.qlogo.cn/g?b=oidb&k=PBAzaKAhxCnibxRn608NWjQ&s=40,5042
美岐第一由我守护,1225,蒋槑,http://thirdqq.qlogo.cn/g?b=oidb&k=PBAzaKAhxCnibxRn608NWjQ&s=40,5055
山支大哥！！,1083,哒哒哒,,5058
配不配不是你们说了算的,79,顾玖,http://thirdqq.qlogo.cn/g?b=oidb&k=1MEyiaH6nRicouvciaUzE1icIA&s=40,5060
king的发言，就不一样，闪着光～,662,刚田武胖虎,http://thirdqq.qlogo.cn/g?b=oidb&k=BHshjJLnqA2T6JYMibM77mg&s=40,5044
黄子韬好像猫咪啊,150,得瑟的铅笔灰,http://thirdqq.qlogo.cn/g?b=oidb&k=o9ZqXYciaYmlGAIKdE1WKrQ&s=40,5060
喜欢杨超越你能把我咋的/,717,沙哑情话.,http://thirdqq.qlogo.cn/g?b=oidb&k=QZlibUAC3Xl0ttmf5TFrRZQ&s=40,5065
有些人就是看不得被人好 有本事你上去看看,100,Lowkey,,5068
美岐C位出道,853,堕落,,5059
气死你们，超越下次第一,721,毛裤先生,,5062
嗯，说得好，咱们上去了就不下来,628,彩彻qu...明,,5061
大哥 实力派,671,ヽＳilent、,http://thirdqq.qlogo.cn/g?b=oidb&k=G6leibrgZKgOSjqoic5BuQuQ&s=40,5049
我爱美岐,255,Aのquarius,,5040
超越,129,　,,5043
凭我们真金白银投的票 ,312,＂__Hisoka╮,,5063
我就喜欢杨超越！咋啦？,431,唐长老的小宝贝,,5057
我能不会让你下来的！,432,熊熊,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIhPpHrE9zmmgrKdykGjGTajaBXyibj6ABUibwjgPePicibgSbuX02LricMp6FM5gGveHBCgEGnSbTkTicw/132,5058
美岐你值得最好的,1238,一戈,,5046
我是女的，我就支持杨超越,387,做一个独立的女人,,5042
几期的公演，杨超越唱歌就是车祸现场,413,若水,http://thirdqq.qlogo.cn/g?b=oidb&k=MtrfuWGLDAS4VHTQHoG22Q&s=40,5066
说超越就只有好看的，你好看也可以投你呀，就pick超越,84,ideal✘,http://thirdqq.qlogo.cn/g?b=oidb&k=tyDKxMIadwKAlm14O4La5Q&s=40,5069
孟美岐做得很好了，希望粉丝们在重要关头拼命一点，...,545,糖糖小妖,,5061
杨超越能出道，中国女团就真的没有希望了,619,GTOP,,5046
美岐坐上王座就不要下来！,395,TomoHaru,http://thirdqq.qlogo.cn/g?b=oidb&k=MajsTphreicVFibny1QsQENA&s=40,5063
颜值就是正义！超越加油！！！,136,,,5041
为村花打CALL 走花路吧,60,Dimension🌅,http://thirdqq.qlogo.cn/g?b=oidb&k=SKDBiaoL2tPDAvZIP9Lgslw&s=40,5041
山支霸气,142,,,5040
杨超越在宣仪上面？,84,潮鸣,http://thirdqq.qlogo.cn/g?b=oidb&k=zia37JxseMpV09UgHyOGvWA&s=40,5040
不知道为什么很心疼杨超越 如果他是慢慢进步,85,小公举😘,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJZ2gXKL71JLJVOPwFq5oiaIXoicibU8IK0qQiaMlj5wIX864olOmUcqCKX7VK0ricxRP2YibziaCaZAYgXA/132,5044
大哥，加油,78,陌念前尘,http://thirdqq.qlogo.cn/g?b=oidb&k=kxuibUDhD3eyCFQJrIUWwCA&s=40,5069
是金子总会发光的,106,Pneu,http://thirdqq.qlogo.cn/g?b=oidb&k=AFwUxBouNthlYV6HibmFp4Q&s=40,5065
绝对会努力 绝对不会让你下来,46,Tanya_mg,,5051
我就问一句，村民算人？村民有票？,5,野猪🐷佩奇💯,http://thirdqq.qlogo.cn/g?b=oidb&k=T4oCYNe0OkOZkib3iaD0b3GA&s=40,5053
这特么杨超越跟孟美岐争第一，太搞笑了,81,Vampire,http://thirdqq.qlogo.cn/g?b=oidb&k=ol02onIgRw1U61ccfVkMaw&s=40,5050
就是送杨超越C位出道，气死你们，你们不喜欢，别人喜...,60,Super Debug,,5059
河南老乡支持你，山支加油！！！,60,不在线。,http://thirdqq.qlogo.cn/g?b=oidb&k=kfDjY8sMicvnSILicaOwp1tA&s=40,5067
真讽刺，比别人强那么多还要担心，果然看脸的社会,42,开阳,http://thirdqq.qlogo.cn/g?b=oidb&k=jKzREofVibAJk3uIInKibxYQ&s=40,5061
杨超越努力,96,修行不易,http://thirdqq.qlogo.cn/g?b=oidb&k=TgyrtoTuJd1DKQKsYzyOyw&s=40,5051
创始人们也不会把第一给杨超越，因为实力不到,18,◇◆...嗳刂.......,http://thirdqq.qlogo.cn/g?b=oidb&k=l0E1BWgXaBRvsGZx63XSHg&s=40,5046
人家知道自己的不足，还坚持了这么久,12,好姑娘 俄妈造,,5050
大哥，山支。放心，每期只为你投票！加油,26,283450697,http://thirdqq.qlogo.cn/g?b=oidb&k=0Bo4iba7lzRwb0z3J59L0Uw&s=40,5044
超越好看就行实力这东西不算什么,47,活了个该@,http://thirdqq.qlogo.cn/g?b=oidb&k=BQq5IGQ39bsp4GB1IljptA&s=40,5043
为什么不是菊姐第一-！！！,40,kzaulxbxhpv,,5066
实至名归孟美岐~O(∩_∩)O~,45,故梦,http://thirdqq.qlogo.cn/g?b=oidb&k=Egd7bkE4iaialicUeS88yB2eg&s=40,5063
村花再杂努力，你天生不是这块料。五音不全,33,宇宝,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eqicTBeKXfwcl02Rtia7JavsZvbJib1R9bAU2srcr0QANHU20TXWsy21aL1dEnHPLhZialLxkfHpPr2Zg/132,5045
孟美岐啊  河南的骄傲啊！！！！,71,y -,http://thirdqq.qlogo.cn/g?b=oidb&k=2YNnbLdxeU0jxJib9siblXaA&s=40,5047
陈意涵,22,陆 某某。,http://thirdqq.qlogo.cn/g?b=oidb&k=7pbRAmLNczncSMVbsYib1WA&s=40,5047
杨超越一直以来的排名都很迷没发现吗，真没觉得好,58,cherish-,,5045
杨超越不配的话就不会站到第二，就不会有人投票给她,24,路人甲乙丙,,5042
实力可以补，但观众缘是不可以在补的,38,笑靥荼靡,http://thirdqq.qlogo.cn/g?b=oidb&k=es4lgNoBic0ABj2frOqE74g&s=40,5061
人天生就有实力吗，她还是农村的,18,逆流浪 Moment°,,5066
宣仪等你重新那会第一！！！,65,〞勿忘心安,http://thirdqq.qlogo.cn/g?b=oidb&k=TQeoMBngmqMkJAoLKOYTLg&s=40,5056
其他选手都只喊孟美岐  没人喊杨超越,4,·,,5063
杨超越出道吧，我看她还能丢多大的脸,16,じ、夙愿ら ,,5045
暗示桶桶,9,留,,5069
vf\,9,ぃ 薄情人ァ,http://thirdqq.qlogo.cn/g?b=oidb&k=YCQuricNHXsibJkyzggaUnDw&s=40,5042
你的地方,15,ぃ 薄情人ァ,http://thirdqq.qlogo.cn/g?b=oidb&k=YCQuricNHXsibJkyzggaUnDw&s=40,5053
村花也说了她本来就是o开始，这么多人喜欢她，怪她罗,1,Piggy page7.,http://thirdqq.qlogo.cn/g?b=oidb&k=FRBPribO0DeHbFrosiclKCibw&s=40,5062
我一个女的都觉得杨超越可爱，你们非说人家做,0,森屿海巷@,,5062
第一第二第四我都喜欢  不过我第一眼喜欢的是sunnee,7,终相守♀,http://thirdqq.qlogo.cn/g?b=oidb&k=usR8UUCM0Dke6UibOXju8uA&s=40,5068
人家第几名有你什么事~现在的人嫉妒心是真的重~,0,承接各种刑事民事案件,http://thirdqq.qlogo.cn/g?b=oidb&k=aEsJD12icu6GsWTp0jwE7og&s=40,5063
那些喷杨超越的真没家教，是不没爹妈养的孤儿,5,외면개|,,5065
前面说杨超越不会可以学的服了，靠实力说话吧好吗,6,LIKE,,5064
超越：我就是喜欢你们看不惯我却无可奈何的样子 ,1,路明非,http://thirdwx.qlogo.cn/mmopen/vi_32/lAQprWumLwWNlxAuYElE4Bjz8BOAQEy2apVkKeVngPTSQ04dGLDicAayQd6DezOrQWDgFnPmxDWR9icBtrBicdB8Q/132,5061
杨超越这种人才有打造她的机会！,2,我的王菲我要霸占你的美ゝ,,5062
杨超越这么多期，还这个样子，不努力，就会哭,0,Xx,,5049
村里人真的没有鞠躬的习惯，但是你要学会鞠躬啊，,0,小苹果,,5060
信不信超越要是不长这样就没那么多支持的了,3,毅*^o^*表不凡,,5049
ycy出到了也会黄,1,雅痞少年歪二辣,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eqQfl5hmfbk84QO0S9TJZ4Vxh7fNDtteuFndspu6htiaNsK4LynjJBS2ZB5KByUPUFG0JCs59oRmvg/132,5065
杨超越靠哭逆风翻盘了   真正努力的人看不到,10,Shao Yh,http://thirdqq.qlogo.cn/g?b=oidb&k=hibkFdM3aAMTEIl6MKzhZ0A&s=40,5049
大爱美岐！,10,Queen,http://thirdqq.qlogo.cn/g?b=oidb&k=1zp6Btt0ct53eCw3iappP2g&s=40,5058
瞧瞧什么是情商,4,paperman,,5055
前面说讨厌杨超越的都是女的的站住，我是男的,1,胡无人,http://thirdqq.qlogo.cn/g?b=oidb&k=8tLiaa4gSSPmAHjuYcicyPyQ&s=40,5056
杨超越别低头，向前冲别回头,1,Eason-《好久不见》,http://thirdqq.qlogo.cn/g?b=oidb&k=PIcuDyOhBySS7EL7ibwV9nA&s=40,5068
孟美岐算什么东西！？？我们村花比他棒太多了真是的,1,夜非卍我命,,5068
我的山支大哥棒棒哒,36,『poison@』,http://thirdqq.qlogo.cn/g?b=oidb&k=G5vJVdxRyRLlRhiaNZ9iaCZA&s=40,5044
屏幕前的我们很多都没实力，没实力为什么就不能人气高,2,FightSong,http://thirdqq.qlogo.cn/g?b=oidb&k=XfYj3XK7M1okPvLs3FTpqg&s=40,5056
孟美岐不配 yamy加油 下一次第一一定是你的,0,纹敦,http://thirdqq.qlogo.cn/g?b=oidb&k=icicH6s6hMfSpGBGZ1CGtcaQ&s=40,5066
中国女团都这样搞的话就真的没必要存在了,0,゛ 岁月人老,,5059
大哥们 ，杨超越真的进步了么。真的不适合。,0,过客依然,http://thirdqq.qlogo.cn/g?b=oidb&k=kt2g0KuGsM18K4tT8JTcew&s=40,5057
有句话叫笨鸟先飞超越努力过就是最好的实力!,0,我要天天快乐 😘,http://thirdwx.qlogo.cn/mmopen/vi_32/14aP6ichDUDnL2p614LQv3oIyQowMVCqNlzqKJ76hIRGo47CDm4GLlkUQlOibZ3Zia6kZUavib1OhyXIYBBIjD7sZQ/132,5067
前面那个人？杨超越一定会出道不劳您太费心,0,biubiubiu,,5058
村民们加油投 要是C位是不是可以气死某些酸的?,0,宝贝坤.,http://thirdqq.qlogo.cn/g?b=oidb&k=atKXMU37bwS5o5cX66Svwg&s=40,5068
上这种节目和想出道的人，有几个是心思单纯的人？,0,不可说！！！,http://thirdqq.qlogo.cn/g?b=oidb&k=zljlvqUE9sysRsUCFrU3lw&s=40,5046
我觉得她第一大家都很服 能让对手服这才是实力,0,微微一le,,5067
都是被商家利用，我看成团了，有多少演出机会,1,挖个坑、埋了你°,http://thirdqq.qlogo.cn/g?b=oidb&k=CWLZm22piaHfQiafhbUV9dpQ&s=40,5043
美岐 不是我说 你用力往下跌 我们还是把你顶到第一,0,꧁ℳℓℓℳ꧁,,5058
超越，希望你多练习进步，记住勤能补拙,0,摆摆,,5054
诶牵手这里一起走感觉还是有点儿小讽刺,0,玛卡巴卡,,5064
本来不投超越的  看见这么多人喷  我非要投她,0,💋 起风了,,5054
山支大哥实至名归！！！！,6,你是我的烊光℡,http://thirdqq.qlogo.cn/g?b=oidb&k=Sp3s4ebSa23VnmIaZTEia5g&s=40,5054
杨超越这么可爱，当然要支持她啦！对了还有吴宣仪也是,0,幼稚完i,,5064
美宣给我锁了！！！,740,　　　.vectra丶,http://thirdqq.qlogo.cn/g?b=oidb&k=zXk1sj3xB0PHPnyJgxicYwA&s=40,5076
妈呀美宣,547,偏执,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83epPsQpssdfmPuhkkp5cibMVeJHAibVgzEORUhaicufL1MpwsTt0Rt6gAZvVbFrJ8PicTYTTqhUHfvpXoQ/132,5085
宣仪加油,469,り咒歌づ,http://thirdqq.qlogo.cn/g?b=oidb&k=NN3EMn96JnKU6lw0K30Img&s=40,5097
哈哈哈哈哈哈我以为就我先来这里,172,圣威,http://thirdqq.qlogo.cn/g?b=oidb&k=htv3UibEIsXAT2Tb0O2a5kw&s=40,5099
美宣给我锁死了,825,Kaeley🍃,,5085
给我坐稳了！,898,Kaeley🍃,,5095
王子与公主,1033,Growl,http://thirdqq.qlogo.cn/g?b=oidb&k=t93MHQ7fYjBeja0CXdL15w&s=40,5079
美宣今天锁了！！！,638,五毛否？,http://thirdqq.qlogo.cn/g?b=oidb&k=hr0G6FzvmRs2hVSy6D33wA&s=40,5073
大哥！坐稳！！！,1003,😉,,5089
自信点杨超越,971,BOB,http://thirdqq.qlogo.cn/g?b=oidb&k=nycrq4Er8XzVib5UGkwapeA&s=40,5080
美岐实至名归,1330,Adriana,http://thirdwx.qlogo.cn/mmopen/vi_32/ffuhpBJWUsDI1pLLicFUSS5NdcQX1JSdsLbPJV2qx49wOKrPKRZqEknib9roYOtZss2Zxqy3FIhSHOmPCpTSiaZ5w/132,5081
甜哭了！,588,。,http://thirdqq.qlogo.cn/g?b=oidb&k=LjnTYw1YpU8hV8S5oD1Bibg&s=40,5083
山支大哥加油C位出道,650,咎,,5071
大哥有实力,698,娇蛮のKiss,,5086
第一名总算实至名归，第二名么，呵呵,1504,luna👪,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTK0icafXUmIfAMvIIBOLozQoOyrgQ4ca6HSIDjc1icwm5jFfjaxfcmQfFNufWCeLsvQicmDaRwm2WanQ/132,5094
山支大哥实至名归,1333,我不知会遇见你,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83erp2NGMibicMJ25T3DVBlHUnkuBwoDcaHDeZp4lM8TjRrmbybGm5Ckrro7HwIib4csARHIX1KGOdPEvQ/132,5089
杨还不够黑幕？,217,如初,,5086
请让杨超越下来好吗,425,我在温州活三年。,,5076
最好的和最差的一起,550,SPARKS FLY.,,5083
孟美岐你值得的,1119,玫瑰人生,,5094
人美心善实力超棒的孟美岐加油,536,玫瑰人生,,5095
杨超越实不至名不归,500,- Mask Ava,,5070
抱歉哥不是水军,195,Irenesoo.,http://thirdqq.qlogo.cn/g?b=oidb&k=TLrLIbtktqdPicFvoqRQCJQ&s=40,5087
超越加油,204,Irenesoo.,http://thirdqq.qlogo.cn/g?b=oidb&k=TLrLIbtktqdPicFvoqRQCJQ&s=40,5095
山支哥,648,Ý为了遇见更好的自己ペ,,5099
美岐，这是你应得的,1103,Retly💫,,5088
王子和公主,509,暖木绣心,http://thirdqq.qlogo.cn/g?b=oidb&k=oaYQUEE6dRTJqSjNqdcNmA&s=40,5083
杨超越真的不配,1002,娟,,5098
所有人都喜欢美岐耶,996,露露爱喝西米露,,5077
宣仪美岐棒,905,露露爱喝西米露,,5087
ycy挺好,291,仲ʘᴗʘ用,,5098
实至名归,645,奥丽弗,,5093
第一得是宣仪的。,692,绿豆,,5092
大哥有实力,748,惯性冬眠,,5097
美岐和宣仪加油,479,Y,http://thirdqq.qlogo.cn/g?b=oidb&k=7juHb6XvblpA02TmJDPiaLQ&s=40,5086
我们就投杨超越 你想坐第二名就加油投,463,dio.,,5088
杨超越还用恶意剪辑？勤奋C位都没有，很明显的不努力,143,冰雪人,,5086
宣仪加油,209,Bro。,,5092
超越 超越 超越！！！,646,,,5090
山支大哥威武,606,堕落,,5099
山支加油,625,98.sz,,5082
杨超越就是中国女性的缩影，外表决定一切，永远都是男人的附属品,182,大富翁,,5089
杨超越太占名额了,398,赤㷰,,5072
都喜欢美岐 他们咋不喊杨超越啊,492,一九八七的他,http://thirdqq.qlogo.cn/g?b=oidb&k=ECYSUWNRfkzibbY95GqciaCA&s=40,5082
山支大哥很强,667,大头ごMen,http://thirdqq.qlogo.cn/g?b=oidb&k=ia08kFnhOZZGHf7bNiczE5aw&s=40,5078
为什么杨超越还在,544,孤心°🍃,,5090
孟美岐~棒棒哒。,646,千莳染风,,5092
ycy可以的,54,你若知我心,,5082
山支,73,Vicky,http://thirdwx.qlogo.cn/mmopen/vi_32/mibwU7HJ9cMTic2alhxnqctulCm3MYMROQ1RA5iaAHJtWS1XicJrUPeM409fic9iaw8ecjf7r9hicVbVxxHTiaw2KpmiagA/132,5098
杨超越，我就看不懂了,186,时间过客,http://thirdqq.qlogo.cn/g?b=oidb&k=pwzicMU3zDAfjUfkwgyTXfg&s=40,5082
哈哈哈这个什么毛病，小王子,496,...,,5080
我就搞不懂  一个就tm说句话就哭唧唧的凭什么,367,.,,5093
大哥坐稳了 实至名归,527,朱茂,,5078
杨就是天生的好看…阳光,140,翼然,,5077
山支大哥威武霸气帅，爱你么么哒,209,襙性@!,,5083
就是喜欢杨超越,156,实九舷,,5099
女团要的是人气，不服去死,200,金,,5074
超越一定要自信啊！享受舞台吧,65,人能忍冷,,5083
杨超越一点实力都没有还能在第二！！！！,608,九月,http://thirdqq.qlogo.cn/g?b=oidb&k=EeQFHib0JJribrfOHuYJf5gw&s=40,5096
这几次公演也没看出孟美岐有什么实力，很突出吗,87,薄荷之叶屮微微浮,http://thirdqq.qlogo.cn/g?b=oidb&k=rGibwtj10jr6LL0I5Yygk6Q&s=40,5092
山支大哥的C位我们为你守护,340,Y.Kuso,,5080
也不知道公司给杨超越请了多少枪手,97,❤战鹰❤,,5094
我家超越就第二了，气不气，哈哈,152,Toxicant°彼岸婲 💋,http://thirdqq.qlogo.cn/g?b=oidb&k=4qv1ayiaiarVqiaNYaAHNtJew&s=40,5096
yami赤裸裸的看杨超越不爽,480,such,http://thirdqq.qlogo.cn/g?b=oidb&k=x6v3JQaVE87WOTSic0FKT4w&s=40,5091
美岐我初中学妹 太棒啦,69,阿 浩🐝,http://thirdqq.qlogo.cn/g?b=oidb&k=pZlq3tPQAeiaTria7t7wxKMw&s=40,5095
pick超越小姐姐,32,赌王昊,http://thirdqq.qlogo.cn/g?b=oidb&k=swVoRL6jpibFnbqZdf20Twg&s=40,5077
就是喜欢杨超越 怎么了,146,安颜ぃ❤️,http://thirdqq.qlogo.cn/g?b=oidb&k=YdCqXEXdeRwnvtpfRuvhCQ&s=40,5081
山支大哥实力赢的第一,61,虎,http://thirdqq.qlogo.cn/g?b=oidb&k=N2Yz22o9ibtoAsNCQULpU9g&s=40,5078
没实力有观众是很好的，因为她会为了爱她的人成长起来,35,宝宝,http://thirdqq.qlogo.cn/g?b=oidb&k=NMaxUGs34BA86nOZ7wg3rw&s=40,5098
实力和位置匹配这个世界才能更好，请维护这个真理,25,偏安一隅,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eqVqE9fpRq7FzGduXehxFicaSuQlDTlMXVCT4aruSpbLdicGLhhTxQHPp4MZuKDWgHVbZo3mrnwMlicw/132,5096
一看就知道她们里面的人，没人喜欢杨超越,9,.原配,,5095
我们村民支持杨超越就好，别怼别家粉丝给村花儿招黑,38,镜花水月,http://thirdqq.qlogo.cn/g?b=oidb&k=tkp6mPae782R8YXpEibicnDQ&s=40,5090
美岐好幸福啊，这就是传说中的集万千宠爱于一身吗,6,荏苒蔓延过往,,5077
刘人语、杨芸晴、吕小雨、赵尧珂,29,玄乐无觞,http://thirdqq.qlogo.cn/g?b=oidb&k=7Nqzyn1LzI3DEnyZTXiblFg&s=40,5088
点赞排名不努力大哥可能被超越了,17,木槿暖夏七纪年,,5094
不说了睡觉啦 明天还要搬砖给我们村花投票呢气死你们,6,八字,http://thirdwx.qlogo.cn/mmopen/vi_32/kMagl3IvXZ0F0847rbJPES90iaMr1ic3d2lg7KyibDn9OeS6KibU4hEqQYg7H7w3b6RQibAHUC5AZwdBvWrmnf8CopQ/132,5092
本来团队综艺这种东西就是看人气嘛,1,木秋,,5078
看女生们这样，我想支持杨超越了,32,涂涂,,5079
大家都喜欢美岐，山支大哥叫的我都吃醋了,101,A.   甜甜 Make-up division,http://thirdqq.qlogo.cn/g?b=oidb&k=d9YdHPKjFia5usFLfQqWozA&s=40,5084
大家各有所爱，不要说什么山支瞧不起村花这种引战的话,2,王文蕙,,5076
我们不是因为你第一才支持你的，别给自己那么大压力，,21,我也改名嘿 ,,5074
其实最完美的是美齐，大气还有团队气概,21,黄漠,http://thirdqq.qlogo.cn/g?b=oidb&k=veWndc8ugGPic6zT5CQgmcA&s=40,5089
大哥加油站稳你的王座！以后每天都要给你投票！,54,leem_lim,http://thirdwx.qlogo.cn/mmopen/vi_32/ToAEjYKohHrTazre79icOpeKujJyBn0OibcZX1icAgq4DL5qblcK2NYK1kes2bbhsAwsxzCVyrgKNItiaU0c9uBxfA/132,5087
从这里就能看出，几乎没人喊杨超越,92,丶Messi,http://thirdqq.qlogo.cn/g?b=oidb&k=0m3VFgy4VpvKgw3S6CbGCA&s=40,5091
社会正能量，时代主旋律，山支大哥加油！！,14,淡草莓,,5091
虽然自己的名字也有个菊字，还是不喜欢王菊。更喜欢超,3,游山玩水,,5074
没人喊杨超越不明白为什么吗！实力!!,49,陳釔澄,,5071
村花加油(ง •̀_•́)ง，我们村民支持你,45,无问西东,,5074
杨超越能出道会被喷的怀疑人生    相信我,33,唯一,,5070
杨超越居然第二  就她没看出来能力,22,丿告别丶这段情,,5071
不好意思 我们整个班的都不喜欢杨超越,24,人定胜天 ,,5074
杨超越还努力？！勤奋奖怎么没有你,0,咔咘唭喏,http://thirdqq.qlogo.cn/g?b=oidb&k=gunroaWAxxU0AULEsKrjiag&s=40,5078
杨超越可以出道，气质和人气也是实力的一部分，她需要,16,葬骨,,5099
感觉女团里面有好多不喜欢超越，,16,╲ゞQZ.凤凰社.blm.  调戏♡,http://thirdqq.qlogo.cn/g?b=oidb&k=pWooUmwZKThsRUxDg86JSw&s=40,5082
都在祝贺大哥有谁叫了杨超越吗？选手们是不是看得比...,20,  撸撸,http://thirdqq.qlogo.cn/g?b=oidb&k=cf9wKAtoCnG0SsAtiblWiaEQ&s=40,5091
大哥肯定是第一啊,105,Yeah .,http://thirdqq.qlogo.cn/g?b=oidb&k=rLCAUJJwJh3XiauC7ZicWicpg&s=40,5096
就算这个节目ycy是c位，那她以后也没什么出息，没实力,20,Young_MS 👾,,5091
看见没有！里面一个恭喜杨超越的小姐姐都没有！,29,老闵是个rapper,http://thirdqq.qlogo.cn/g?b=oidb&k=PXNXHC65kh2ib9vBw93kv2g&s=40,5088
杨超越那种实力成团了怕是要拖累大家,9,扑啦貓°,http://thirdwx.qlogo.cn/mmopen/vi_32/XGLIdGUmJ06icn13wkCnaP0RTndBSLLDE1MQlZGg4bGqa8gqZRWgdSU7cYRJKxolh0biboFSAAssqVSAIs1YVTuA/132,5075
我一个女人，zqsg喜欢超越，平凡的穷苦女孩才懂,8,晚秋,http://thirdwx.qlogo.cn/mmopen/vi_32/GkkboaC5oiblz9dXldiae8LpLiayHXicbZEwiaiaB4ib6gAicfkQv22zmHCPiaLfpySjI8aBD4XC2dcEGTWQ7BtfM6UvpXQ/132,5094
杨超越你是最棒的,71,赐我白绫一尺休可断,http://thirdqq.qlogo.cn/g?b=oidb&k=2MbyGG5QulXgXLpKxOn1IQ&s=40,5093
我就问你们如果看了上一期还觉得杨超越有实力那我,10,丿丶风的季节,,5073
就是喜欢超越，就是有眼缘不论实力怎么的吧,7,十二,,5076
你们都没注意，山支大哥对杨超越的表情,4,为什么拉钩要上吊,,5077
大家一定要记住，人气和能力不一定是匹配的,13,Sertorious 归程,http://thirdqq.qlogo.cn/g?b=oidb&k=SibpV2jHWyBBDFFNop2wbQw&s=40,5073
看现场选手态度，没有人会支持杨超越成为第一的,35,穗 (｡･ω･｡) 穗,http://thirdqq.qlogo.cn/g?b=oidb&k=UlpRG5DWHAZe2p13iaLYwTw&s=40,5084
看，除了赵尧珂外没一个人恭喜杨超越大家心里都不服,1,D,,5076
就唱成那样，还能第二，你不用努力了，真羡慕，躺赢。,26,巧克力,http://thirdqq.qlogo.cn/g?b=oidb&k=byBNXVlpacg72Aj7Yctib2g&s=40,5084
光能力这 不如让老师的A班组团  要我们这些做什么、,1,丞相暗夜幽灵,http://thirdwx.qlogo.cn/mmopen/vi_32/atAez41cXHbSpMTnJ9SZ9TLnfIgW9VhA6nMicnu0ibU3SB5SibPweicicCK50MA1yFSwCFZusAr2EorS4LbKw6TArcA/132,5075
孟美岐，好像一开始都没注意到过她,12,💋,,5093
杨超越第一就是对这节目最大的侮辱，放心，不会的,13,赵小七,,5079
团队里面给人拖后腿，就不要face了,0,Krokodil,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTKFuKgH0aGSOOQV1j9sv347lKhyV7W4orVkyNV4EWNOh5HDNJiaQT5nPHj9QFAFqssRF51iabusbgog/132,5080
